route,title,cluster,template,intent,primary_target,wave,mobile_note
/guides/ev-charger-fault-finding-guide,EV Charger Fault Finding Guide | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-fault-finding-causes-and-fixes,EV Charger Fault Finding Causes and Fixes | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-fault-finding-test-sequence,EV Charger Fault Finding Test Sequence | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/ev-charger-fault-finding-common-causes,EV Charger Fault Finding Common Causes | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-fault-finding-guide,Solar PV Fault Finding Guide | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-fault-finding-causes-and-fixes,Solar PV Fault Finding Causes and Fixes | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-fault-finding-test-sequence,Solar PV Fault Finding Test Sequence | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/solar-pv-fault-finding-common-causes,Solar PV Fault Finding Common Causes | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/afdd-nuisance-tripping-guide,AFDD Nuisance Tripping Guide | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/afdd-nuisance-tripping-causes-and-fixes,AFDD Nuisance Tripping Causes and Fixes | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/afdd-nuisance-tripping-test-sequence,AFDD Nuisance Tripping Test Sequence | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/afdd-nuisance-tripping-common-causes,AFDD Nuisance Tripping Common Causes | Electrician Fault Guide,fault-diagnosis,GuideTemplate,problem-solving,AI tools + calculators + certificates,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/victorian-terrace-electrical-requirements,Electrical Requirements for Victorian terrace | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/victorian-terrace-rewire-guide,Rewire Guide for Victorian terrace | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/victorian-terrace-consumer-unit-upgrade,Consumer Unit Upgrade for Victorian terrace | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/victorian-terrace-eicr-guide,EICR Guide for Victorian terrace | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/victorian-terrace-ev-charger-installation,EV Charger Installation for Victorian terrace | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/victorian-terrace-solar-pv-electrical-setup,Solar PV Electrical Setup for Victorian terrace | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1930s-semi-electrical-requirements,Electrical Requirements for 1930s semi | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1930s-semi-rewire-guide,Rewire Guide for 1930s semi | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1930s-semi-consumer-unit-upgrade,Consumer Unit Upgrade for 1930s semi | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1930s-semi-eicr-guide,EICR Guide for 1930s semi | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1930s-semi-ev-charger-installation,EV Charger Installation for 1930s semi | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1930s-semi-solar-pv-electrical-setup,Solar PV Electrical Setup for 1930s semi | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1960s-house-electrical-requirements,Electrical Requirements for 1960s house | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1960s-house-rewire-guide,Rewire Guide for 1960s house | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1960s-house-consumer-unit-upgrade,Consumer Unit Upgrade for 1960s house | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1960s-house-eicr-guide,EICR Guide for 1960s house | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1960s-house-ev-charger-installation,EV Charger Installation for 1960s house | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/1960s-house-solar-pv-electrical-setup,Solar PV Electrical Setup for 1960s house | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/new-build-home-electrical-requirements,Electrical Requirements for new build home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/new-build-home-rewire-guide,Rewire Guide for new build home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/new-build-home-consumer-unit-upgrade,Consumer Unit Upgrade for new build home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/new-build-home-eicr-guide,EICR Guide for new build home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/new-build-home-ev-charger-installation,EV Charger Installation for new build home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/new-build-home-solar-pv-electrical-setup,Solar PV Electrical Setup for new build home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bungalow-electrical-requirements,Electrical Requirements for bungalow | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bungalow-rewire-guide,Rewire Guide for bungalow | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bungalow-consumer-unit-upgrade,Consumer Unit Upgrade for bungalow | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bungalow-eicr-guide,EICR Guide for bungalow | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bungalow-ev-charger-installation,EV Charger Installation for bungalow | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/bungalow-solar-pv-electrical-setup,Solar PV Electrical Setup for bungalow | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/flat-electrical-requirements,Electrical Requirements for flat | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/flat-rewire-guide,Rewire Guide for flat | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/flat-consumer-unit-upgrade,Consumer Unit Upgrade for flat | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/flat-eicr-guide,EICR Guide for flat | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/flat-ev-charger-installation,EV Charger Installation for flat | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/flat-solar-pv-electrical-setup,Solar PV Electrical Setup for flat | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/holiday-let-electrical-requirements,Electrical Requirements for holiday let | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/holiday-let-rewire-guide,Rewire Guide for holiday let | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/holiday-let-consumer-unit-upgrade,Consumer Unit Upgrade for holiday let | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/holiday-let-eicr-guide,EICR Guide for holiday let | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/holiday-let-ev-charger-installation,EV Charger Installation for holiday let | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/holiday-let-solar-pv-electrical-setup,Solar PV Electrical Setup for holiday let | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/hmo-electrical-requirements-commercial-guide,Electrical Requirements for HMO | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/hmo-rewire-guide,Rewire Guide for HMO | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/hmo-consumer-unit-upgrade,Consumer Unit Upgrade for HMO | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/hmo-eicr-guide,EICR Guide for HMO | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/hmo-ev-charger-installation,EV Charger Installation for HMO | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/hmo-solar-pv-electrical-setup,Solar PV Electrical Setup for HMO | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-unit-electrical-requirements,Electrical Requirements for shop unit | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-unit-rewire-guide,Rewire Guide for shop unit | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-unit-consumer-unit-upgrade,Consumer Unit Upgrade for shop unit | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-unit-eicr-guide,EICR Guide for shop unit | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-unit-ev-charger-installation,EV Charger Installation for shop unit | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/shop-unit-solar-pv-electrical-setup,Solar PV Electrical Setup for shop unit | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/restaurant-electrical-requirements-commercial-guide,Electrical Requirements for restaurant | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/restaurant-rewire-guide,Rewire Guide for restaurant | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/restaurant-consumer-unit-upgrade,Consumer Unit Upgrade for restaurant | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/restaurant-eicr-guide,EICR Guide for restaurant | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/restaurant-ev-charger-installation,EV Charger Installation for restaurant | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/restaurant-solar-pv-electrical-setup,Solar PV Electrical Setup for restaurant | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-electrical-requirements,Electrical Requirements for office fit-out | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-rewire-guide,Rewire Guide for office fit-out | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-consumer-unit-upgrade,Consumer Unit Upgrade for office fit-out | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-eicr-guide,EICR Guide for office fit-out | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-ev-charger-installation,EV Charger Installation for office fit-out | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/office-fit-out-solar-pv-electrical-setup,Solar PV Electrical Setup for office fit-out | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/warehouse-electrical-requirements,Electrical Requirements for warehouse | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/warehouse-rewire-guide,Rewire Guide for warehouse | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/warehouse-consumer-unit-upgrade,Consumer Unit Upgrade for warehouse | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/warehouse-eicr-guide,EICR Guide for warehouse | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/warehouse-ev-charger-installation,EV Charger Installation for warehouse | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/warehouse-solar-pv-electrical-setup,Solar PV Electrical Setup for warehouse | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/care-home-electrical-requirements,Electrical Requirements for care home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/care-home-rewire-guide,Rewire Guide for care home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/care-home-consumer-unit-upgrade,Consumer Unit Upgrade for care home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/care-home-eicr-guide,EICR Guide for care home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/care-home-ev-charger-installation,EV Charger Installation for care home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/care-home-solar-pv-electrical-setup,Solar PV Electrical Setup for care home | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/school-electrical-requirements,Electrical Requirements for school | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/school-rewire-guide,Rewire Guide for school | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/school-consumer-unit-upgrade,Consumer Unit Upgrade for school | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/school-eicr-guide,EICR Guide for school | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/school-ev-charger-installation,EV Charger Installation for school | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/school-solar-pv-electrical-setup,Solar PV Electrical Setup for school | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/farm-building-electrical-requirements,Electrical Requirements for farm building | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/farm-building-rewire-guide,Rewire Guide for farm building | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/farm-building-consumer-unit-upgrade,Consumer Unit Upgrade for farm building | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/farm-building-eicr-guide,EICR Guide for farm building | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/farm-building-ev-charger-installation,EV Charger Installation for farm building | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/farm-building-solar-pv-electrical-setup,Solar PV Electrical Setup for farm building | Electrician Guide,property-job-scenarios,GuideTemplate,scenario + commercial,quoting + certificates + guides,2,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/consumer-unit-upgrade-cost-guide,Consumer Unit Upgrade Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/consumer-unit-upgrade-price-breakdown,Consumer Unit Upgrade Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/consumer-unit-upgrade-labour-and-materials,Consumer Unit Upgrade Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/consumer-unit-upgrade-quote-example,Consumer Unit Upgrade Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/consumer-unit-upgrade-cost-per-point,Consumer Unit Upgrade Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/full-rewire-cost-guide,Full Rewire Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/full-rewire-price-breakdown,Full Rewire Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/full-rewire-labour-and-materials,Full Rewire Labour and Materials | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/full-rewire-quote-example,Full Rewire Quote Example | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/full-rewire-cost-per-point,Full Rewire Cost Per Point | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/partial-rewire-cost-guide,Partial Rewire Cost Guide | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
/guides/partial-rewire-price-breakdown,Partial Rewire Price Breakdown | UK Electrician Pricing,cost-pricing,GuideTemplate,commercial pricing,quoting + AI cost engineer + calculators,1,"Keep hero concise, key takeaway cards first, tap-friendly links, and one clear signup CTA above the fold."
